Title,Price,Screen Size,Maximum Resolution,Aspect Ratio,Response Time,Model,Refresh Rate,Price (USD),Brand
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
PHILIPS 54.61 cm (21.5 Inch) Full HD VA Panel Monitor (222V8LA/94 22 inch VA Panel LCD Monitor with Fu...,5990.0,54.61,1920x1080,16:09,4.0,222V8LA/94 22 inch VA Panel LCD Monitor with Full HD,75.0,71.88,Unknown
"Acer 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with Blue Light Shield, Low Dimming, Comfy Vie...",7958.0,60.45,1920x1080,,1.0,SA242Y,100.0,95.5,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
"BenQ GW2790T 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 99% sRGB, Height Adjustable, Eye-ca...",12990.0,68.58,1920x1080,16:09,5.0,GW2790T,100.0,155.88,Unknown
"LAPCARE 48.26 cm (19 inch) HD LED Backlit TN Panel with VGA & HDMI Port, Light Weight, Power Saver, Wa...",3699.0,48.26,1440x900,16:10,4.0,LM195WDH,60.0,44.39,Unknown
SAMSUNG 60.96 cm (24 inch) Full HD LED Backlit IPS Panel Frameless Monitor (LS24R356FHWXXL),14399.0,60.96,1920x1080,16:09,5.0,LS24R356FHWXXL,75.0,172.79,Unknown
"Lenovo L-Series 60.96 cm (24 inch) Full HD LED Backlit VA Panel with 72% NTSC, HDMI 1.4, VGA, Tilt Sta...",8199.0,60.96,,16:09,4.0,L24e-40,100.0,98.39,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
"SAMSUNG Odyssey G3 60.96 cm (24 inch) Full HD VA Panel with Height Adjustable Stand, Eye Saver Mode, 3...",10999.0,60.96,,16:09,1.0,LS24AG320NWXXL/LS24AG322NWXXL,165.0,131.99,Unknown
LG Ultra-Gear 68.58 cm (27 inches) Full HD LED Backlit VA Panel Gaming Monitor (27GQ50F-BD.CTRVMV),14500.0,68.58,1920x1080,16:09,5.0,27GQ50F-BD.CTRVMV,165.0,174.0,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
"Acer 49.53 cm (19.5 inch) HD+ TN Panel with VGA, HDMI, Acer VisionCare, ENERGY STAR Certified, Tilt-ab...",5075.0,49.53,,16:09,6.0,K202Q,75.0,60.9,Unknown
"Acer 80.01 cm (31.5 inch) Full HD LED Backlit IPS Panel with VGA, HDMI, 2X1W Inbuilt Speakers, Flicker...",13999.0,80.01,,16:09,1.0,SA322Q,75.0,167.99,Unknown
"SAMSUNG 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with 3-Sided Borderless Display, Game & Free ...",7499.0,60.96,1920x1080,16:09,5.0,LS24C310EAWXXL,75.0,89.99,Unknown
"LG 68.58 cm (27 Inch) Quad HD IPS Panel with HDMI, DP Ports, sRGB 99%, USB Type-C, Height / Swivel Adj...",22999.0,68.58,2560x1440,16:09,5.0,27QN880,75.0,275.99,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
"Enter 50.8 cm (20 inch) Full HD PLS Panel Monitor (A09 50.8 cm with 1600 x 900 Resolution, Black Monit...",2900.0,50.8,,,6.0,"A09 50.8 cm with 1600 x 900 Resolution, Black Monitor",60.0,34.8,Unknown
"DELL SE-Series 60.96 cm (24 inch) Full HD LED Backlit VA Panel with 3-Years warranty, 16.7M Colours, B...",8699.0,60.96,1920x1080,16:09,8.0,SE2422H,75.0,104.39,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
"DELL 55.88 cm (22 inch) Full HD LED Backlit VA Panel with 5-Years warranty, Brightness 250 cd/m�, Cont...",6799.0,55.88,1920x1080,16:09,8.0,SE2222H,60.0,81.59,Unknown
Frontech Ultima Series 62.23 cm (24.5 inch) Full HD LED Backlit IPS Panel Monitor (MON-0087),6973.0,62.23,1920x1080,16:09,8.0,MON-0087,100.0,83.68,Unknown
HP 55.88 cm (22 inch) Full HD VA Panel Monitor (V22v FHD Monitor),8999.0,55.88,,16:09,7.0,V22v FHD Monitor,75.0,107.99,Unknown
"ViewSonic 60.96 cm (24 inch) Full HD IPS Panel with HDR10, 104 sRGB, Eye Care, Wall Mount, Tilt, 2 x H...",8999.0,60.96,,16:09,1.0,VX2479-HD-PRO,180.0,107.99,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
"ViewSonic 68.58 cm (27 inch) Full HD IPS Panel with HDR10, 104 sRGB, Eye Care, Wall Mount, Tilt, 2 x H...",11399.0,68.58,,16:09,1.0,VX2779-HD-PRO,180.0,136.79,Unknown
DELL P-Series 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with Ports: 1XHDMI | 2XDP 1.4 | 1XRJ45 ...,15799.0,60.96,1920x1080,16:09,5.0,P2425HE,100.0,189.59,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
"Acer 80.01 cm (31.5 inch) WQHD LED Backlit IPS Panel with HDR10, VGA, HDMI, 2X1W Inbuilt Speakers, Fli...",16468.0,80.01,,16:09,1.0,SA322Q U,75.0,197.62,Unknown
"SAMSUNG M7 81.28 cm (32 inch) 4K Ultra HD VA Panel with USB Type-C Port, Multiple Voice Assistants, em...",31000.0,81.28,3840x2160,16:09,4.0,LS32BM701UWXXL,60.0,372.0,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Lenovo G Series 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel Gaming Monitor (G24-20),11599.0,60.45,1920x1080,16:09,0.5,G24-20,144.0,139.19,Unknown
"Lenovo G-Series 81.28 cm (32 inch) Curved Quad HD LED Backlit VA Panel with 99% sRGB, 2XHDMI 2.0, DP, ...",23199.0,81.28,,16:09,0.5,G32qc-30,165.0,278.39,Unknown
"Lenovo L-Series 38.1 cm (15 inch) Full HD IPS Panel with Height Adjustable Stand, Custom Artery, Type-...",11990.0,38.1,,,6.0,L15,60.0,143.88,Unknown
"LG Ultra Fine Monitor 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with VESA DisplayHDR 400, E...",23699.0,68.58,3840x2160,16:09,5.0,27UP650-W.ATR,60.0,284.39,Unknown
"SAMSUNG 71.12 cm (28 inch) 4K Ultra HD LED Backlit IPS Panel PIP/PIB Multi-Tasking, HDR Support, Eye C...",23299.0,71.12,3840x2160,16:09,4.0,LU28R550UQWXXL,60.0,279.59,Unknown
"HP 60.45 cm (23.8 inch) Full HD IPS Panel with On-screen controls, Anti-glare, 300 nits brightness, Ey...",13580.0,60.45,1920x1080,0.672916667,5.0,524sf,100.0,162.96,Unknown
"HP Series 5 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with On-screen controls, Anti-glare, 30...",13300.0,60.45,1920x1080,,5.0,524sh,100.0,159.6,Unknown
Enter 48.26 cm (19 inch) HD LED Backlit TN Panel Gaming Monitor (E-MO-A01),2650.0,48.26,1440x900,,5.0,E-MO-A01,60.0,31.8,Unknown
"DELL 49.53 cm (19.5 inch) HD with Contrast Ratio 600:1/600:1(Dynamic), 16.7 Million Colours, Colour Ga...",5799.0,49.53,1600x900,,5.0,D2020H,60.0,69.59,Unknown
Acer 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (ED270 Z),13999.0,68.58,,,1.0,ED270 Z,280.0,167.99,Unknown
"SAMSUNG Odyssey G3 60.96 cm (24 inch) Full HD VA Panel with Height Adjustable Stand, Eye Saver Mode, 3...",10999.0,60.96,,16:09,1.0,LS24AG320NWXXL/LS24AG322NWXXL,165.0,131.99,Unknown
Frontech 48.26 cm (19 inch) HD LED Backlit Monitor (MON-0071),2699.0,48.26,,,3.0,MON-0071,60.0,32.39,Unknown
"ASUS ProArt 68.58 cm (27 inch) WQHD LED Backlit IPS Panel with 2560 X 1440 Pixels, 100% sRGB/Rec. 709,...",27999.0,68.58,2560x1440,16:09,5.0,PA278QV,75.0,335.99,Unknown
"Acer HC5 Series 68.58 cm (27 inch) Curved WQHD LED Backlit VA Panel with HDR10 Support, 1500R Curvatur...",15999.0,60.45,,,5.0,nan,,191.99,Unknown
Acer 54.61 cm (21.5 inch) Full HD LED Backlit IPS Panel Monitor (SA222Q),7099.0,54.61,1920x1080,,1.0,SA222Q,100.0,85.19,Unknown
"Lenovo R-Series 63.5 cm (25 inch) Full HD IPS Panel with 99%sRGB, 90% DCI-P3, 3Wx2 Built-in Speakers, ...",13990.0,63.5,,,0.5,Legion R25i-30,180.0,167.88,Unknown
Enter 48.26 cm (19 inch) HD LED Backlit Gaming Monitor (E-M0-A01),2899.0,48.26,,,5.0,E-M0-A01,60.0,34.79,Unknown
GIGABYTE 60.45 cm (23.8 inch) Full HD Gaming Monitor (G24F-2),12297.0,60.45,,,1.0,G24F-2,60.0,147.56,Unknown
"SAMSUNG Odyssey G4 68.58 cm (27 inch) Full HD IPS Panel with Ergonomic Stand, HDR10, Dual Sync Compati...",20899.0,68.58,1920x1080,16:09,1.0,LS27BG400EWXXL/LS27BG402EWXXL,240.0,250.79,Unknown
ZEBRONICS Z-E19HD ZEBSTAR LED Wall Mountable 48.26 cm (19 inch) Full HD VA Panel Monitor (Z-GV219 LED),2850.0,48.26,,,12.0,Z-GV219 LED,75.0,34.2,Unknown
"SAMSUNG M5 68.58 cm (27 inch) Full HD VA Panel with embedded TV Apps, PC-less productivity with Samsun...",16498.0,68.58,1920x1080,16:09,4.0,LS27CM500EWXXL/ LS27BM500EWXXL,60.0,197.98,Unknown
"Lenovo L-Series 68.58 cm (27 Inch) Full HD IPS Panel with Rotating Screen, USB-C Port, USB Hub, 2X3W I...",16499.0,68.58,1920x1080,16:09,4.0,L27m-30,75.0,197.99,Unknown
"ViewSonic 68.58 cm (27 inch) 4K Ultra HD IPS Panel with HDR10, 10 bit Color Depth, 3 Side Bezel Less,1...",21999.0,68.58,,16:09,4.0,VA2762-4K,60.0,263.99,Unknown
"Acer Nitro 74.93 cm (29.5 inch) Curved WFHD VA Panel with ErgoStand, VESA DisplayHDR 400, 1500R Curvat...",17998.0,74.93,2560x1080,,1.0,XZ306C,200.0,215.98,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Trendy ENTER HDMI LED MONITOR 48.26 cm (19 inch) HD LED Backlit VA Panel Monitor (ENTER 19 INCH HDMI L...,2677.0,48.26,1440x900,,5.0,ENTER 19 INCH HDMI LED RESPONSE TIME 5MS WITH 16.7M DISPLAY COLOR,60.0,32.12,Unknown
"LG 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with HDR10, sRGB 99%, Color Calibrated, Reader Mod...",19699.0,68.58,2560x1440,16:09,5.0,27QN600,75.0,236.39,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
"SAMSUNG ViewFinity S7 81.28 cm (32 inch) 4K Ultra HD VA Panel with 1.07 billion colors, HDR10, Easy Se...",28399.0,81.28,3840x2160,,5.0,LS32D700EAWXXL,60.0,340.79,Unknown
ASUS ROG 80.01 cm (31.5 inch) Curved WQHD LED Backlit VA Panel Gaming Monitor (ROG Strix XG32VC),38999.0,80.01,2560x1440,16:09,1.0,ROG Strix XG32VC,170.0,467.99,Unknown
Enter 43.43 cm (17.1 inch) SXGA Monitor (VGA led Monitor),2400.0,43.43,1280x1024,16:07,5.0,VGA led Monitor,60.0,28.8,Unknown
SAMSUNG 55.88 cm (22 inch) Full HD IPS Panel Monitor (LS22C310EAWXXL),7599.0,55.88,1920x1080,16:09,5.0,LS22C310EAWXXL,75.0,91.19,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
ASUS TUF 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (VG279Q1R),16999.0,68.58,1920x1080,16:09,1.0,VG279Q1R,144.0,203.99,Unknown
Acer 60.45 cm (23.8 inch) HD IPS Panel Monitor (EK240Y G0),8496.0,60.45,,,1.0,EK240Y G0,120.0,101.95,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
"Enter 39.12 cm (15.4 inch) HD TN Panel Monitor (Black HD LED Backlit 15.4"" inch Monitor with HDMI and ...",2199.0,39.12,,,3.0,"Black HD LED Backlit 15.4"" inch Monitor with HDMI and VGA",60.0,26.39,Unknown
ASUS ROG 80.01 cm (31.5 inch) Curved WQHD LED Backlit VA Panel Gaming Monitor (XG32VC),48999.0,80.01,2560x1440,,1.0,XG32VC,170.0,587.99,Unknown
Frontech - 46.99 cm (18.5 inch) HD LED Backlit VA Panel Monitor (MON-0061),2743.0,46.99,1366x768,16:09,5.0,MON-0061,60.0,32.92,Unknown
Enter 46.99 cm (18.5 inch) HD LED Backlit Monitor (E-M0-A03),2560.0,46.99,,,5.0,E-M0-A03,60.0,30.72,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
Enter 55.88 cm (22 inch) HD Monitor (E-MO-A03),3650.0,55.88,1680x1050,,5.0,E-MO-A03,60.0,43.8,Unknown
Enter 48.26 cm (19 inch) HD Monitor (E-MO-A00),2617.0,48.26,,,5.0,E-MO-A00,60.0,31.4,Unknown
"DELL S Series 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Years warranty, 99% sRGB, Low Blue Light t...",9799.0,60.45,1920x1080,16:09,4.0,S2421HNM / S2421HN,75.0,117.59,Unknown
"ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel with 300 Nits Brightness, HDR10, 99% sRGB 1 x DP, 1 x H...",11799.0,68.58,1920x1080,16:09,1.0,"ZEB-IGM 102,ZEB-N27A",180.0,141.59,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
"Lenovo L-Series 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with 99% sRGB, 1xHDMI1.4, 1xVGA, Tilt...",8999.0,60.96,,16:09,1.0,L24i-4A,100.0,107.99,Unknown
"ViewSonic VA Series 60.45 cm (23.8 inch) Full HD LED Backlit VA Panel White colour, Frameless Monitor ...",9999.0,60.45,1920x1080,16:09,4.0,VA2430-H-W-6,60.0,119.99,Unknown
Enter 39.12 cm (15.4 inch) HD Monitor (EN_-MO-A06(N)),2340.0,39.12,,,6.0,EN_-MO-A06(N),60.0,28.08,Unknown
Enter 48.26 cm (19 inch) HD VA Panel Monitor (HD VGA & Monitor),2580.0,48.26,,,5.0,HD VGA & Monitor,60.0,30.96,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0054),3154.0,50.8,1600x900,16:09,5.0,MON-0054,60.0,37.85,Unknown
Frontech - 50.8 cm (20 inch) HD LED Backlit VA Panel Monitor (MON-0074),2699.0,50.8,1600x900,16:09,3.0,MON-0074,60.0,32.39,Unknown
Lenovo L 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (L22i-40),7990.0,54.61,1920x1080,16:09,4.0,L22i-40,75.0,95.88,Unknown
Enter 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO8),2400.0,39.12,,,5.0,E-M0-AO8,60.0,28.8,Unknown
ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel Wall Mountable Monitor (ZEB -AC32FHD LED),11999.0,81.28,1920x1080,16:09,8.0,ZEB -AC32FHD LED,75.0,143.99,Unknown
"LG 60.45 cm (23.8 inch) Full HD IPS Panel with 3-Side Borderless Display,Tilt-able Stand, Black Stabil...",7599.0,60.45,,16:09,5.0,24MR400-BA.CTRRMV,100.0,91.19,Unknown
"LG UltraFine 68.58 cm (27 inch) 4K Ultra HD IPS Panel HDR10, Ergonomic, USB Type-C Monitor (27UN880)",38199.0,68.58,,16:09,5.0,27UN880,60.0,458.39,Unknown
Enter NA 39.12 cm (15.4 inch) HD LED Backlit Monitor (E-M0-AO6),2150.0,39.12,1280x800,16:09,6.0,E-M0-AO6,60.0,25.8,Unknown
SAMSUNG A334 55.88 cm (22 inch) Full HD LED Backlit VA Panel Monitor (S22A330 ( Full HD LED Backlit VA...,7131.0,55.88,920x1,16:09,6.5,"S22A330 ( Full HD LED Backlit VA Panel, 60 Hz Refresh Rate, Response Time 6.5 ms , AMD Free Sync",60.0,85.57,Unknown
"Acer HC5 Series 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel with HDR10 Support, 1500R Curva...",12998.0,68.58,1920x1080,16:09,1.0,27HC5R X2,240.0,155.98,Unknown
"ZEBRONICS 39.62 cm (15.6 inch) Full HD IPS Panel with 180-degree Adjustable Stand, 16:9 Aspect Ratio, ...",9999.0,39.62,1920x1080,16:09,25.0,(Zeb-Pixigo A16 (Zeb-KPM 2)),60.0,119.99,Unknown
"ZEBRONICS 81.28 cm (32 inch) Curved Full HD VA Panel 80 cm, Wall Mountable, Slim Gaming Monitor (ZEB-A...",15999.0,81.28,1920x1080,16:09,12.0,ZEB-AC32FHD LED,165.0,191.99,Unknown
Frontech Gaming 81.28 cm (32 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (MON-0076),14589.0,81.28,1920x1080,16:09,1.0,MON-0076,165.0,175.07,Unknown
Enter 39.12 cm (15.4 inch) HD Monitor (e-m16a),2140.0,39.12,,,6.0,e-m16a,60.0,25.68,Unknown
Lenovo 60.45 cm (23.8 inch) Full HD VA Panel 3-Side Near Edgeless with TUV Eye Care Monitor (D24-20/D2...,6599.0,60.45,,,4.0,D24-20/D24-40,75.0,79.19,Unknown
Frontech - 43.18 cm (17 inch) HD LED Backlit VA Panel Monitor (MON-0065),2469.0,43.18,1280x1024,5:04,5.0,MON-0065,60.0,29.63,Unknown
HP 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (X27c),19999.0,68.58,1920x1080,16.9,1.0,X27c,165.0,239.99,Unknown
"LG Ultra Fine Monitor 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with VESA DisplayHDR 400, U...",30500.0,68.58,3840x2160,16:09,5.0,27UP850N-WT.ATRDCKN,60.0,366.0,Unknown
ViewSonic 39.62 cm (15.6 Inch) Full HD LED Backlit IPS Panel with AudioVisual Extension for Mobiles & ...,11999.0,39.62,1920x1080,16:09,7.0,VA1655,60.0,143.99,Unknown
"BenQ GW 55.88 cm (22 inch) Full HD LED Backlit IPS Panel Bezel-Less, Eye Care, Anti-Glare, Low Blue Li...",7298.0,55.88,1920x1080,16:09,5.0,GW2283,60.0,87.58,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
Data not available,,60.45,,,5.0,nan,,,Unknown
