Category,Title,Price,RAM,CPU,Model,Brand,GPU,Screen Size,Storage,Collection Date
Laptops,"Apple MacBook Air 13"" 2017 - Core i7 2.2GHz 8GB RAM 256GB SSD - Good Condition",$229.99,8 GB,Intel Core i7,MacBook Air,Apple,N/A,13 in,256 GB,2025-01-27 01:46:47
Laptops,MacBook Pro 15 Touch Bar Space Gray 2018 2.9 GHz Intel Core i9 16GB 1TB,$399.99,16 GB,Intel Core i9 8th Gen.,MacBook Pro,Apple,N/A,15.4 in.,1 TB,2025-01-27 01:46:06
Laptops,"15"" MacBook Pro EXCELLENT REFURBISHED | 2015 | FORCE TOUCH | 16GB | 1TB SSD",$446.50,16 GB,Intel Core i7 4th Gen.,MacBook Pro (Retina),Apple,N/A,15.4 in,1 TB,2025-01-27 01:47:58
Laptops,"Apple MacBook Pro A1278 9,2 13.3"" 2.5GHz i5 4GB 500GB 10.15 Grade A No AC/Wi-Fi",$41.99,4 GB,Intel Core i5-3210M,"MacBook Pro A1278 9,2 MD101LL/A",Apple,N/A,13.3 in,N/A,2025-01-27 01:49:11
Laptops,"Apple Mac Macbook Pro 13"" A1278 Mid 2 Laptop Notebook Refurbished",$241.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:47:24
Laptops,"Apple Macbook Air 2015 11"" Core i5 1.6GHz 8GB 256GB SSD MJVM2LL/A Laptop, Good",$162.99,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,11.6 in,256 GB,2025-01-27 01:46:27
Laptops,Apple MacBook Air Retina 13.3” Grey i5 1.1Ghz 256GB SSD 16GB 2020 VAT #S01,$493.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:30
Laptops,"SEQUOIA Apple MacBook Pro 13"" 4.1GHz i7 Quad Core 32GB RAM 1TB SSD - WARRANTY",$928.21,32 GB,Intel Core i7,MacBook Pro (Magic Keyboard),Apple,N/A,13 in,1 TB,2025-01-27 01:46:23
Laptops,"MacBook Pro 2019 13"" 1.4GHz Intel Core i5 256GB SSD 8GB Silver - Very Good",US $371.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:48:05
Laptops,"Apple MacBook Pro Core i5 2.7GHz 8GB RAM 128GB SSD 13"" MF839LL/A - Very Good",$209.99,8 GB,Intel Core i5 5th Gen.,MacBook Pro,Apple,N/A,13.3 in,128 GB,2025-01-27 01:46:54
Laptops,"Apple A1465 MacBook Air 11"" (Parts/Repair)",$47.99,N/A,Unknown,Air,Apple,N/A,11 in,N/A,2025-01-27 01:48:31
Laptops,"Apple MacBook Core i5 1.3GHz 8GB RAM 512GB SSD 12"" MNYG2LL/A (2017) - Good",$319.97,8 GB,Intel Core i5,Apple MacBook,Apple,N/A,12 in,512 GB,2025-01-27 01:46:49
Laptops,"SEQUOIA Apple MacBook Pro 13"" 4.1GHz i7 Quad Core 32GB RAM 1TB SSD - WARRANTY",$835.11,32 GB,Intel Core i7,MacBook Pro (Retina),Apple,N/A,13.1 in,1 TB,2025-01-27 01:45:45
Laptops,"NEW Apple MacBook Air M1 Chip 256GB SSD 8GB 13.3"" Gold Retina Display Laptop",$639.95,8 GB,Apple M1,MGND3LL/A,Apple,N/A,13.3 in,256 GB,2025-01-27 01:46:11
Laptops,Apple MacBook Pro  13”-i5- 2.4GHz 8GB-128GBSD-2011 macOS Monterey 2022,US $199.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:37
Laptops,"Apple Macbook Air 2015 11"" I5 1.6GHz 4GB 128GB SSD MJVM2LL/A Laptop",$159.99,4 GB,Intel Core i5 5th Gen.,Apple MacBook Air A1465,Apple,N/A,11.6 in,128 GB,2025-01-27 01:48:09
Laptops,"Apple A1990 MacBook Pro 2018 15"" Intel i7-8750H 16GB RAM 512GB SSD, Very Good",$456.99,16 GB,Intel Core i7 8th Gen.,A1990,Apple,N/A,15.4 in,512 GB,2025-01-27 01:48:19
Laptops,Apple MacBook Air 15 2024 M3 8-Core CPU 10-Core GPU 8GB 256GB Midnight Very Good,$829.99,8 GB,Apple M3,MacBook Air,Apple,N/A,15.3 in.,256 GB,2025-01-27 01:46:00
Laptops,"Apple MacBook Pro 18,3 2021 A2442 EMC2650 14"" M1 Pro 16GB RAM 512GB OSX Sonoma",$799.99,N/A,Apple M1 Pro,MacBook Pro,Apple,N/A,14 in,N/A,2025-01-27 01:45:57
Laptops,"Apple MacBook Air MJVM2LL/A 11.6"" 256GB, Silver",$174.00,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,11.6 in,256 GB,2025-01-27 01:46:41
Laptops,"Apple MacBook Air Core i3 1.1GHz 8GB RAM 128GB SSD 13"" MWTK2LL/A (2020) - Good",$389.97,8 GB,Intel Core i3,Apple MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-27 01:45:36
Laptops,"2020+ Apple MacBook Pro 13"" 3.2GHz M1 TURBO 16GB RAM 256GB SSD - SEQUOIA",$714.42,16 GB,Apple M1,MacBook Pro (Magic Keyboard),Apple,N/A,13 in,256 GB,2025-01-27 01:48:09
Laptops,"Apple Macbook Pro Core i9 2.3GHz 16"" 1TB SSD 16GB RAM Silver MVVM2LL/A 2019",$549.99,16 GB,Intel Core i9,Apple MacBook Pro,Apple,N/A,16 in,1 TB,2025-01-27 01:45:44
Laptops,Apple Notebook,$997.99,8 GB,Intel Core i7 1st Gen.,MacBook,Apple,N/A,13.3 in,8 GB,2025-01-27 01:46:01
Laptops,"Apple MacBook Air MD223LL/A 2012 Core i5-3317 1.70GHz 4GB RAM 64GB SSD, Good",$106.99,4 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,11.6 in,64 GB,2025-01-27 01:48:00
Laptops,MacBook Pro 13 Touch Bar Silver 2018 2.7 GHz Intel i7 16GB 2TB - Very Good Cond.,$479.99,16 GB,Intel Core i7 8th Gen.,MacBook Pro,Apple,N/A,13.3 in.,2 TB,2025-01-27 01:46:29
Laptops, 85W INTERNAL CARD POWER SUPPLY FOR MAC MINI A2348,$178.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:47:06
Laptops,Apple MacBook Air 13'' Core i5 1.8GHz 8GB 128GB SSD MQD32LL/A 2017,$229.99,8 GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13 in,128 GB,2025-01-27 01:48:42
Laptops,"Apple MacBook Air Core i5 1.6GHz 8GB RAM 128GB SSD 13"" MVFK2LL/A (2019) - Good",$319.97,8GB RAM,Intel Core i5,Apple MacBook Air,Apple,N/A,13.3 in,128GB,2025-01-27 01:47:13
Laptops,"Apple MacBook Pro Core i7 2.2GHz 16GB RAM 256GB SSD 15"" MR932LL/A (2018) - Good",$389.97,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,15.4 in,256 GB,2025-01-27 01:47:45
Laptops,"Apple MacBook Air 13"" RETINA Quad Core 3.8GHz i7 16GB RAM 1TB SSD - SEQUOIA",$679.09,16 GB,Intel Core i5 10th Gen.,MacBook Air (Tapered and Thunderbolt 3),Apple,N/A,13 in,1 TB,2025-01-27 01:47:40
Laptops,"Apple 13.3""Macbook Air 1.6GHz Core i5 4GB RAM 256GB SSD Silver MJVG2LL/A - Good",$199.49,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-27 01:46:24
Laptops,MacBook Pro 16 Touch Bar Space Gray 2019 2.4GHz i9 64GB 1TB -  Radeon Pro 5500M,US $689.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:47:32
Laptops,MacBook Air 13 Space Gray 2020 1.1GHz Intel Core i3 8GB 512GB - Good Condition,$289.99,8 GB,Intel Core i3 1st Gen.,MacBook Air,Apple,N/A,13 in,512 GB,2025-01-27 01:48:08
Laptops,Apple MacBook Air 15 2023 M2 8-Core CPU 10-Core GPU 8GB 256GB Starlight,$788.99,8 GB,Apple M2,MacBook Air,Apple,N/A,15.4 in.,256 GB,2025-01-27 01:47:01
Laptops,MacBook Air 15-inch 2024 M3 / 8GB RAM / 256GB SSD / 10-Core GPU / Starlight,$929.00,8 GB,Apple M3,MacBook Air,Apple,N/A,15.3 in,256 GB,2025-01-27 01:45:57
Laptops,"Apple MacBook Air Core i5 1.1GHz 8GB RAM 512GB SSD 13"" MVH42LL/A (2020) - Good",US $414.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:53
Laptops,Mac Book Pro/Air 13 Sleep Mask Sticker - Eyeshades Sleep Mask,$4.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:45:37
Laptops,Apple 13.3 MacBook Air 1.6GHz Core i5 8GB RAM 128GB SSD Silver MMGF2LL/A,$749.99,8GB,Intel Core i5,MMGF2LL/A,Apple,N/A,13.3,128GB,2025-01-27 01:48:08
Laptops,Apple Geek Squad Certified  MacBook Pro•13•8GB•13.3 inches,$614.99,N/A,Not provided,Geek Squad Certified Refurbished MacBook Pro - 13,Apple,N/A,13.3 in,N/A,2025-01-27 01:46:37
Laptops,"Apple MacBook Air MD711LL/B 2014 Silver - Azerty/French 11.6"" - 4GB RAM 128GB",$239.99,4 GB,Intel Core i5 4th Gen.,MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-27 01:46:55
Laptops, EFI ROM CHIP PRE-PROGRAMMED FOR MAC MINI A1347,$20.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:48:03
Laptops,APPLE MACBOOK PRO 16 TOUCHBAR 64GB RAM 1TB SSD 8 CORE 5.0GHz i9 - SEQUOIA,$933.60,64 GB,Intel Core i9,MacBook Pro (Magic Keyboard),Apple,N/A,16 in,1 TB,2025-01-27 01:46:23
Laptops,"2018 Apple MacBook Pro 13.3"" MR9U2LL/A Core i7 2.7GHz 16GB RAM 1TB SSD, Silver",$499.99,16 GB,Core i7 (I7-8559U),Apple MacBook Pro,Apple,N/A,13 in,1 TB,2025-01-27 01:46:04
Laptops,"2020 Apple MacBook Pro 13"" Core i5 1.4GHz 8GB 512GB SSD Silver A2289, Very Good",$509.99,8GB,Core i5 (I5-8257U),MacBook Pro,Apple,N/A,"13""",512 GB,2025-01-27 01:45:33
Laptops,PROFESSIONAL TITANIUM PRECISION PLIERS,$20.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:49
Laptops,2015 Apple MacBook Air 13'' i5 1.6GHz 8GB 256GB A1466 MMGF2LL/A Silver,$179.00,8GB,I5-5250U,MacBook Air,Apple,N/A,13 in,256GB,2025-01-27 01:47:15
Laptops,"""Palma"" Sticker for Mac Book Pro/Air 13 - ""Palm"" x Apple MacBookPro Stickers",$5.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:14
Laptops,"Apple MacBook Air 2014 Silver Azerty/French I5- 1.4GHz 4GB RAM 13.3"" 128GB SSD",$339.00,4 GB,Intel Core i5 4th Gen.,MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-27 01:46:15
Laptops,Eyeglass Sticker for Mac Book Pro/Air 13 - Stickers Glassess MacBook 13-,EUR 4.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:21
Laptops,"Apple MacBook Air Core i5 1.6GHz 8GB RAM 512GB SSD 13"" MVFL2LL/A (2019) - Good",$389.97,8GB,Intel Core i5,Apple MacBook Air,Apple,N/A,13.3 in,512 GB,2025-01-27 01:47:04
Laptops,Apple Geek Squad Certified  MacBook Pro 13.3•8GB•13.3 inches,$809.99,N/A,Apple M1,Geek Squad Certified Refurbished MacBook Pro 13.3,Apple,N/A,13.3 in,N/A,2025-01-27 01:45:32
Laptops,"Apple Macbook Air MD845LL/A 11.6'' Core i7-3667U 8GB 128GB SSD Silver, Very Good",$219.99,8 GB,Core i7 (I7-3667U),MD845LL/A,Apple,N/A,11.6 in,128 GB,2025-01-27 01:45:25
Laptops,"Apple MacBook Pro Core i5 2.4GHz 8GB RAM 256GB SSD 13"" MV992LL/A 2019 Very Good",$514.97,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13.3 in,256 GB,2025-01-27 01:49:17
Laptops,MacBook Pro 13 Space Gray 2020 M1 8-Core CPU/GPU 16GB 256GB SSD - Good Condition,$583.99,16 GB,Apple M1,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-27 01:46:38
Laptops,"Apple MacBook Pro (16-inch, 2019) - 2.6GHz i7 - 16GB RAM - 512GB SSD - Good",$490.99,16 GB,Intel Core i7,MVVJ2LL/A,Apple,N/A,16 in,512 GB,2025-01-27 01:46:09
Laptops,"""Pringlees"" Mac Book Pro/Air 13"",15"",17"" Sticker - MacBook 13"",15"",17""",$4.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:16
Laptops,"""Punk"" Sticker for Mac Book Pro/Air 13 - ""Punk"" x Apple MacBookPro Stickers",$4.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:49:08
Laptops,Apple MacBook Air 2015 A1466 (I7-5650U 2.2GHz - 8GB RAM - 256GB SSD - MJVE2LL/A),$209.99,8 GB,Intel Core i7 2.2 GHz,A1466,Apple,N/A,13.3 in,256 GB,2025-01-27 01:48:15
Laptops,"Apple MacBook Pro Laptop Core i5 2.4GHz 8GB RAM 256GB SSD 13"" ME865LL/A",$269.99,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13.3 in,256 GB,2025-01-27 01:46:15
Laptops,"Apple MacBook Air MQKW3LL/A 2023 Chip M2 Magsafe 3- 8GB 15.3"" 512GB8 CPU/10 GPU",US $889.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:29
Laptops,Apple MacBook Pro 15 inch 1TB SSD 8GB Ram A 1286 Excellent Mid 2012 Intel Q I7 2.3-,EUR 267.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:45:36
Laptops,Apple 2024 MacBook Air 13-inch Laptop with M3 chip: 13.6-inch Liquid Retina,$900.00,8 GB,Apple M3,MacBook Air,Apple,N/A,13 in,N/A,2025-01-27 01:47:43
Laptops,"2020+ Apple MacBook Pro 13"" 3.2GHz M1 TURBO 16GB RAM 256GB SSD - SEQUOIA",$857.86,16 GB,Apple M1,MacBook Pro (Magic Keyboard),Apple,N/A,13 in,256 GB,2025-01-27 01:46:11
Laptops, MAC MINI A1347 2010-2012 LOWER SATA TABLECLOTH HDD SSD HARD DRIVE CABLE,$26.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:47:01
Laptops,"Apple MacBook Pro M1 Pro 8-Core CPU 16GB RAM 512GB SSD 14"" MKGP3LL/A (2021) Good",$929.97,16 GB,Apple M1 Pro,Apple MacBook Pro,Apple,N/A,14.2 in,512 GB,2025-01-27 01:46:59
Laptops,"Apple MacBook Pro 13.3"" (256GB SSD, Intel Core i5 10th Gen, 3.80GHz, 8GB)...",$891.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:45:52
Laptops,"Apple MacBook Pro 13.3"" 2020 M1 16 GB  Space Gray A2338 #6Q05N",$699.99,N/A,Apple M1,A2338,Apple,N/A,13 in,N/A,2025-01-27 01:47:36
Laptops, MAC MINI A1347 2010-2012 LOWER SATA TABLECLOTH HDD SSD HARD DRIVE CABLE,$26.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:47:49
Laptops, INTERNAL SSD HARD DRIVE FOR MACBOOK PRO AND MAC MINI A1347 A1398 A1502,$31.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:48:05
Laptops,"Apple MacBook Pro Core i5 2.7GHz 8GB RAM 128GB SSD 13"" MF839LL/A (2015) - Good",$279.99,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13.3 in,128 GB,2025-01-27 01:48:16
Laptops,"Apple MacBook Pro 13"" Core i7 2.8GHz 16GB RAM 256GB SSD MV962LL/A 2019",$449.00,16 GB,Intel Core i5 8th Gen.,PRO,Apple,N/A,13 in,256 GB,2025-01-27 01:45:30
Laptops, REAR COVER FRONT PORT POWER BUTTON FOR MAC MINI A2348,$41.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:48:26
Laptops,"Apple MacBook Pro Core i7 2.6GHz 16GB RAM 512GB SSD 15"" MR972LL/A (2018) - Good",$439.97,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,15.4 in,512 GB,2025-01-27 01:46:44
Laptops,"Apple MacBook Air Mqd32ll/a 2017 MS2-45W Silver - Qwerty/Spanish 8GB 13.3"" 128GB",$349.00,8 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-27 01:46:47
Laptops,"Apple MacBook Air Core i5 1.1GHz 8GB RAM 2TB SSD 13"" MVH22LL/A (2020) - Good",US $534.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:08
Laptops,"Apple MacBook Pro Core i7 1.7GHz 16GB RAM 512GB SSD 13.3"" MUHP2LL/A (2019) Good",$504.97,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,13.3 in,512 GB,2025-01-27 01:48:32
Laptops,"SEQUOIA  APPLE MACBOOK PRO 16"" 16GB RAM 1TB SSD 2.3GHZ i9 WARRANTY",$729.11,N/A,Intel Core,MacBook Pro (Magic Keyboard),Apple,N/A,16 in,N/A,2025-01-27 01:48:14
Laptops,"Apple MacBook Pro 13"" Touch Bar Space Gray  3.1 GHz i5 8GB 256GB SSD Very Good",$389.99,8 GB,Intel Core i5,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-27 01:45:45
Laptops,"Apple MacBook Pro Core i7 1.7GHz 8GB RAM 512GB SSD 13"" MUHP2LL/A (2019) - Good",$489.97,8 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,13.3 in,512 GB,2025-01-27 01:48:08
Laptops,Apple iBook G3 Clamshell . UNIQUE OS 9 + Many Gifts COLLECTOR PIECE  ⭐️⭐️⭐️⭐️⭐,"$1,338.75",128mb,Mac POWER PC G3,NOTEBOOK IBOOK G3,Apple,N/A,12.1 LCD,HDD,2025-01-27 01:47:31
Laptops,2018 Apple Macbook Pro 15'' Retina i7-8750H 2.2GHz 16GB 512GB A1990 MR932LL/A,$459.00,16GB,I7-8750H,MacBook Pro (Retina),Apple,N/A,15 in,512 GB,2025-01-27 01:49:41
Laptops,"Apple Macbook Air Mqd32ll/a 2017 MS2-45W Silver - Azerty/French 8GB 13.3"" 256GB",$429.00,8 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,256 GB,2025-01-27 01:47:20
Laptops,"Apple MacBook Pro 15"" 2017 Silver i7 2.8GHz 16GB 512GB SSD MacOS MPTR2LL/A LC",$359.99,16 GB,Intel Core i7 7th Gen.,MacBook Pro,Apple,N/A,15.4 in,512 GB,2025-01-27 01:48:20
Laptops,"Apple MacBook Air Core i3 1.1GHz 8GB RAM 512GB SSD 13"" MWTK2LL/A (2020) - Good",$444.97,8 GB,Intel Core i3,Apple MacBook Air,Apple,N/A,13.3 in,512 GB,2025-01-27 01:48:37
Laptops,Apple MacBook Air 13 2022 M2 8-Core CPU 8-Core GPU 8GB 256GB Starlight Good,$639.99,8 GB,Apple M2,MacBook Air,Apple,N/A,13.3 in.,256 GB,2025-01-27 01:46:20
Laptops,Apple Geek Squad Certified  MacBook Pro•13•8GB•Silver,US $588.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:48:51
Laptops,Apple MacBook Pro 14 2021 M1 Pro 10-Core CPU 14-Core GPU 16GB 1TB Silver,$999.99,16 GB,Apple M1 Pro,MacBook Pro,Apple,N/A,14 in.,1 TB,2025-01-27 01:45:55
Laptops,"2016 Apple MacBook Pro 15'' Core I7 2.6GHz 16GB RAM 2TB SSD MLH32LL/A, Gray",$519.00,16 GB,Intel Core i7 6th Gen.,MacBook Pro,Apple,N/A,15 in,2 TB,2025-01-27 01:48:07
Laptops,"Apple MacBook Pro Core i5 1.4GHz 8GB RAM 1TB SSD 13.3"" MUHR2LL/A 2019 Very Good",$489.97,8 GB,Intel Core i5,Apple MacBook Pro,Apple,N/A,13.3 in,1TB,2025-01-27 01:48:23
Laptops,"Apple MacBook Air Core i3 1.1GHz 8GB RAM 512GB SSD 13"" MWTK2LL/A (2020) - Good",$444.97,8 GB,Intel Core i3,Apple MacBook Air,Apple,N/A,13.3 in,512 GB,2025-01-27 01:45:53
Laptops,"Apple MacBook Air 11.6"" 4GB RAM 256GB SSD",$179.00,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,11.6 in,256 GB,2025-01-27 01:45:32
Laptops,"Apple MacBook Air MJVE2LL/A 2015 MS2-45W Silver - Azerty/French 4GB 13.3"" 128GB",$300.00,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,13.3 in,128 GB,2025-01-27 01:48:21
Laptops,Apple MacBook Pro 16-inch 2019 A2141 i7-9750H 2.6GHz 16GB RAM 512GB SSD TouchBar,$489.99,16 GB,Intel Core i7 9th Gen.,MacBook Pro,Apple,N/A,16 in,512 GB,2025-01-27 01:47:24
Laptops,"Apple MacBook Pro 13"" Touch Bar  3.1 GHz i5 8GB 256GB SSD Very Good",$389.99,8 GB,Intel Core i5,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-27 01:46:51
Laptops,Apple MacBook Pro 13-inch 2017 i5-7360U 2.3GHz 16GB RAM 256GB SSD FOR PARTS READ,$209.99,16 GB,Intel Core i5 7th Gen.,MacBook Pro,Apple,N/A,13 in,256 GB,2025-01-27 01:46:09
Laptops,"Apple MacBook Pro MPXQ2LL/A 13"" 2017 i5-7th Gen Azerty/French 8GB RAM 128GB",$699.00,8 GB,Intel Core i5 7th Gen.,MacBook Pro,Apple,N/A,13.3 in,128 GB,2025-01-27 01:45:50
Laptops,"Apple MacBook Pro 16"" MVVM2LLA i9 2.3GHz 32GB 1TB (Space Gray) - Very Good",$845.99,32 GB,Intel Core i9 9th Gen.,MacBook Pro,Apple,N/A,16 in,1 TB,2025-01-27 01:46:06
Laptops,2014 Apple MacBook Pro 15'' A1398 i7-2.2GHz 16GB RAM 512GB SSD MGXA2LL/A GOOD,US $362.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:48:32
Laptops,Apple MacBook Air (Intel Core i5 13-inch 4GB RAM 128gb SSD Silver Early 2014),US $179.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:47:53
Laptops,Apple MacBook Pro Mjlq2ll/a 2015 MS2-85W Silver - Azerty/French I7 16GB 15.4 1TB,$549.00,16 GB,Intel Core i7 4th Gen.,MacBook Pro,Apple,N/A,15.4 in,1 TB,2025-01-27 01:48:04
Laptops,Apple Geek Squad Certified  MacBook Air 13.3•8GB•13.3 inches,$588.99,N/A,Not provided,Geek Squad Certified Refurbished MacBook Air 13.3,Apple,N/A,13.3 in,N/A,2025-01-27 01:46:55
Laptops,"MacBook Air Apple A1466 , 13.3"" Laptop, core i5, 4GB RAM, 128GB SSD Early 2015",$315.07,4GB,Intel Core i5 5th Gen.,A1466,Apple,N/A,13.3 in,128 GB,2025-01-27 01:48:06
Laptops,Apple MacBook Air 11'' Core i5-5250U 1.6GHz 4GB 128GB SSD MJVM2LL/A 2015,$159.99,4 GB,Intel Core i5 5th Gen.,MacBook Air,Apple,N/A,11 in,128 GB,2025-01-27 01:46:45
Laptops,"Apple MacBook Pro Me864ll/a 2013 MS2-60W Silver - Azerty/French 16GB 13.3"" 512GB",$234.00,16 GB,Intel Core i5 4th Gen.,MacBook Pro,Apple,N/A,13.3 in,512 GB,2025-01-27 01:47:48
Laptops,SEQUOIA MACBOOK PRO 15 TOUCHBAR - 6 CORE 2.9GHz i9 TURBO - 32GB RAM 1TB SSD,$705.35,32 GB,Intel Core i9,MacBook Pro (Retina),Apple,N/A,15 in,1 TB,2025-01-27 01:46:45
Laptops,"Apple MacBook Air Core i5 1.1GHz 8GB RAM 512GB SSD 13"" MVH42LL/A 2020  Very Good",US $529.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2025-01-27 01:46:16
Laptops,"Apple MacBook Pro Core i7 2.8GHz 16GB RAM 512GB SSD 13"" MV9A2LL/A (2019) - Good",$499.97,16 GB,Intel Core i7,Apple MacBook Pro,Apple,N/A,13.3 in,512 GB,2025-01-27 01:45:54
