title,price,image_url,product_url,Memory Speed,Product Dimensions,Hard Disk Description,Flash Memory Size,Included Components,Color,Style,Specific Uses For Product,Hard Drive Interface,Graphics Coprocessor,Number of USB 3.0 Ports,Operating System,RAM,Standing screen display size,Graphics Card Description,Card Description,Power Source,Screen Size,Series,Processor,Voltage,ASIN,Batteries,Item model number,CPU Manufacturer,CPU Model,Manufacturer,Max Screen Resolution,Optical Drive Type,Ram Memory Installed Size,Special Feature,Computer Memory Type,CPU Speed,Hard Drive Rotational Speed,Brand,Processor Brand,Number of Processors,Age Range (Description),Chipset Brand,Hard Disk Size,Hard Drive,Number of USB 2.0 Ports,Item Dimensions  LxWxH,Hardware Platform,Assembly Required,Date First Available,Average Battery Life (in hours),Graphics Card Ram Size,Model Name,Wireless Type,Country of Origin,Item Weight,Material,Screen Resolution
"Gaming Laptop, 15.6 Inch Laptop, Laptops N5095 8GB RAM 512GB SSD, Laptop Gaming ...",MAD 4019,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MXYN2QO9C-15-6-inch-laptop-n5095-laptops-8gb-ram-512gb-ssd-1920x1080-fhd-ips-fingerprint-unlo,,‎14 x 9 x 0.8 inches,,‎512 GB,,Silver,,,,,‎2,win,‎DDR3,‎16 Inches,Integrated,‎Integrated,,16 Inches (40.6 cm),‎Y10 PRO,‎3.6 GHz core_i5,,,‎1 12V batteries required. (included),‎Y10 PRO,,Core i5,,‎1920x1200 Pixels,‎NO,16 GB,"HD Audi, 180-Degree Opening, Backlit Keyboard, Numeric Keypad",‎DDR3 SDRAM,,,KeeUiU,‎Core,‎1,,‎core,512 GB,‎512 GB SSD,,‎14 x 9 x 0.8 inches,,,2025-01-03 12:56:57,‎4 Hours,,Y10 PRO,,,‎5.19 pounds,,
"Lap Desk, Portable Laptop Desk Fits Up to 16  Laptops, with Tablet Slot, Built-in ...","MAD 343                                                                        
                                                                            425",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/IVMOFODY6-lap-desk-portable-laptop-desk-fits-up-to-16-laptops-with-tablet-slot-built-in-cushion-great-for-home-office-lap-desk-for-laptop-laptop,,‎14 x 9 x 0.8 inches,,‎512 GB,,Silver,,,,,‎2,win,‎DDR3,‎16 Inches,Integrated,‎Integrated,,16 Inches (40.6 cm),‎Y10 PRO,‎3.6 GHz core_i5,,,‎1 12V batteries required. (included),‎Y10 PRO,,Core i5,,‎1920x1200 Pixels,‎NO,16 GB,"HD Audi, 180-Degree Opening, Backlit Keyboard, Numeric Keypad",‎DDR3 SDRAM,,,KeeUiU,‎Core,‎1,,‎core,512 GB,‎512 GB SSD,,‎14 x 9 x 0.8 inches,,,2025-01-03 12:56:57,‎4 Hours,,Y10 PRO,,,‎5.19 pounds,,
"Gaming Laptop, 15.6 Inch Laptop, Laptops N5095 8GB RAM 256GB SSD, Laptop Gaming ...",MAD 3609,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MRPML4ZYQ-15-6-inch-laptop-gaming-laptop-n5095-laptop-8gb-ram-256gb-ssd-1920x1080-fhd-ips-fingerprint-unlock-backlit-keyboard-180-open-angle-wifi-5-bluetooth,,‎14 x 9 x 0.8 inches,,‎512 GB,,Silver,,,,,‎2,win,‎DDR3,‎16 Inches,Integrated,‎Integrated,,16 Inches (40.6 cm),‎Y10 PRO,‎3.6 GHz core_i5,,,‎1 12V batteries required. (included),‎Y10 PRO,,Core i5,,‎1920x1200 Pixels,‎NO,16 GB,"HD Audi, 180-Degree Opening, Backlit Keyboard, Numeric Keypad",‎DDR3 SDRAM,,,KeeUiU,‎Core,‎1,,‎core,512 GB,‎512 GB SSD,,‎14 x 9 x 0.8 inches,,,2025-01-03 12:56:57,‎4 Hours,,Y10 PRO,,,‎5.19 pounds,,
"Windows 11 Laptop, 18.5 Inch Laptops for Student with 4GB RAM 128GB EMMC, Celeron ...",MAD 13720,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MPEJTAYQK-laptop-18-5-inch-laptops-for-student-and-business-with-4gb-ram-128gb-emmc-1024gb-ssd-laptop-celeron-n5095-quad-core-up-to-2-9ghz-windows-11,,‎12.6 x 8.4 x 0.39 inches,,,,Black,,,‎Solid State,‎UHD Graphics,,Windows 11 Pro,‎LPDDR4,‎14 Inches,Integrated,‎Integrated,‎Battery Powered,14 Inches (35.6 cm),‎H14,‎2 GHz celeron,,,‎1 Lithium Polymer batteries required. (included),,,Celeron,,‎1920 x 1080 Pixels,,8 GB,HD Audio,‎DDR4 SDRAM,,,INHONLAP,‎Inte,‎4,,,128 GB,‎128 GB SSD,,‎12.6 x 8.4 x 0.39 inches,‎PC,,2024-11-06 13:57:29,‎5 Hours,,H14,‎802.11ac,,‎4.02 pounds,,‎1920 x 1080 pixels
"Tuofudun 360  Yoga,N100 Laptop,10.95 inch IPS Touch Screen,8GB DDR4 128GB ...",MAD 4997,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MWA1G4XSO-tuofudun-360-yoga-n100-laptop-10-95-inch-ips-touch-screen-8gb-ddr4-128gb-ssd-office-notebook-mini-pc-tablet-add-stylus,,‎12.6 x 8.4 x 0.39 inches,,,,Black,,,‎Solid State,‎UHD Graphics,,Windows 11 Pro,‎LPDDR4,‎14 Inches,Integrated,‎Integrated,‎Battery Powered,14 Inches (35.6 cm),‎H14,‎2 GHz celeron,,,‎1 Lithium Polymer batteries required. (included),,,Celeron,,‎1920 x 1080 Pixels,,8 GB,HD Audio,‎DDR4 SDRAM,,,INHONLAP,‎Inte,‎4,,,128 GB,‎128 GB SSD,,‎12.6 x 8.4 x 0.39 inches,‎PC,,2024-11-06 13:57:29,‎5 Hours,,H14,‎802.11ac,,‎4.02 pounds,,‎1920 x 1080 pixels
"Gaming Laptop, Laptop i5 Up to 3.60GHZ, 16 Inch Laptops Computer 16GB RAM 512GB ...",MAD 5522,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N25BB7I8Q-gaming-laptop-laptop-i5-up-to-3-60ghz-16-inch-laptops-computer-with-16gb-ram-512gb-ssd-hd-1920x1200-display-backlit-keyboard-bluetooth-5-0-wif,,‎12.6 x 8.4 x 0.39 inches,,,,Black,,,‎Solid State,‎UHD Graphics,,Windows 11 Pro,‎LPDDR4,‎14 Inches,Integrated,‎Integrated,‎Battery Powered,14 Inches (35.6 cm),‎H14,‎2 GHz celeron,,,‎1 Lithium Polymer batteries required. (included),,,Celeron,,‎1920 x 1080 Pixels,,8 GB,HD Audio,‎DDR4 SDRAM,,,INHONLAP,‎Inte,‎4,,,128 GB,‎128 GB SSD,,‎12.6 x 8.4 x 0.39 inches,‎PC,,2024-11-06 13:57:29,‎5 Hours,,H14,‎802.11ac,,‎4.02 pounds,,‎1920 x 1080 pixels
"Laptop Computer, 14 Inch Laptop 8GB RAM 128GB SSD Laptops, Quad-Core N5095 ...",MAD 2776,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ML5VD4CE8-laptop-computer-14-inch-laptop-8gb-ram-128gb-ssd-laptops-quad-core-n5095-processor-up-to-2-9-ghz-win11-pro-ms-office-pro-plus-2024-wifi-5-bt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Computers, 32GB RAM 128GB EMMC+1024GB SSD, 18.5 Inch Laptops with Celeron ...",MAD 23285,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MVK9GUXFQ-laptop-computers-32gb-ram-128gb-emmc-1024gb-ssd-18-5-inch-laptops-with-celeron-n5095-quad-core-up-to-2-9ghz-11-home-portable-notebook-8000mah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptops, 15.6 Inch Laptop Computer with 36GB RAM 1152GB SSD, Expandable 4TB, ...","MAD 5522                                                                        
                                                                            19186",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/ML95HSD7S-laptops-15-6-inch-laptop-computer-with-36gb-ram-1152gb-ssd-expandable-1tb-celeron-n5095-quad-core-up-to-2-9ghz-11-home-180-angle-opening,,‎15.6 x 9 x 0.6 inches,,,,Pink,,,‎USB 3.0,‎Integrated,,Windows 11 Home,‎36 GB DDR4,‎15.6 Inches,Integrated,‎Integrated,‎Battery Powered,15.6 Inches (39.6 cm),‎Naclud-S15,‎2.9 GHz celeron,,,‎1 Lithium Ion batteries required. (included),‎Naclud-S15,,Celeron,,‎1920 x 1080 Pixels,,36 GB,Memory Card Slot,‎DDR4 SDRAM,,,Naclud,‎Intel,‎4,,,1024 GB,‎1024 GB SSD,,‎15.6 x 9 x 0.6 inches,‎PC,,2024-08-11 11:28:14,,,Naclud-S15,‎802.11ax,,‎5.69 pounds,,‎1920 x 1080 pixels
"Laptop, 8GB DDR4 256GB SSD Notebook, 17.3 Inch Laptops Computer with Celeron ...","MAD 1969                                                                        
                                                                            3882",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JSYUC24JG-naclud-laptop-8gb-ddr4-256gb-ssd-notebook-17-3-inch-laptops-computer-with-celeron-quad-core-processor-up-to-2-4-ghz-8000mah-webcam-mini-hdmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.6 Inch Laptops, Laptop Computers with 20GB RAM 128GB EMMC+1024GB SSD, Celeron ...",MAD 10878,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MKLP06CX0-15-6-inch-laptops-laptop-computers-with-20gb-ram-128gb-emmc-1024gb-ssd-celeron-n5095-quad-core-up-to-2-9ghz-portable-notebook-11-home-7000mah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lap Desk, Portable Laptop Desk Fits Up to 16  Laptops, with Tablet Slot, Built-in ...","MAD 507                                                                        
                                                                            562",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/J25PQW09C-large-black-lap-desk-portable-tray-with-pillow-cushion-fits-up-to-17-with-slot-great-for-home-office-large-black,,‎13.08 x 8.64 x 0.6 inches,,‎512 GB,,,,,,Intel UHD Graphics 600,‎1,Windows 11,‎DDR4,‎14 Inches,Integrated,‎Integrated,,14 Inches (35.6 cm),‎Ezbook S5,‎1.1 GHz celeron,,,‎1 12V batteries required. (included),,,Celeron,,‎1920x1080 Pixels,‎NO,12 GB,Numeric Keypad,‎DDR4 SDRAM,,,jumper,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,‎1,‎13.08 x 8.64 x 0.6 inches,,,2025-01-20 02:53:36,,‎12 GB,Ezbook S5,,,‎2.75 pounds,,‎1920 x 1080 pixels
"15.6 Inch Laptops, Laptop Computers Students Business with 36GB RAM 128GB ...",MAD 15087,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MKLP06CZ4-15-6-inch-laptops-laptop-computers-students-business-with-36gb-ram-128gb-emmc-1024gb-ssd-celeron-n5095-quad-core-up-to-2-9ghz-11-home-wifi-6-usb,,‎13.08 x 8.64 x 0.6 inches,,‎512 GB,,,,,,Intel UHD Graphics 600,‎1,Windows 11,‎DDR4,‎14 Inches,Integrated,‎Integrated,,14 Inches (35.6 cm),‎Ezbook S5,‎1.1 GHz celeron,,,‎1 12V batteries required. (included),,,Celeron,,‎1920x1080 Pixels,‎NO,12 GB,Numeric Keypad,‎DDR4 SDRAM,,,jumper,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,‎1,‎13.08 x 8.64 x 0.6 inches,,,2025-01-20 02:53:36,,‎12 GB,Ezbook S5,,,‎2.75 pounds,,‎1920 x 1080 pixels
"Gaming Laptop, 15.6 Inch Laptops, Laptop Computer 16GB RAM 512GB SSD N5095 Notebook ...",MAD 4156,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MDMSCJBUY-15-6-inch-laptop-16gb-ram-laptop-512gb-ssd-n5095-gaming-laptop-fingerprint-unloc,,‎13.08 x 8.64 x 0.6 inches,,‎512 GB,,,,,,Intel UHD Graphics 600,‎1,Windows 11,‎DDR4,‎14 Inches,Integrated,‎Integrated,,14 Inches (35.6 cm),‎Ezbook S5,‎1.1 GHz celeron,,,‎1 12V batteries required. (included),,,Celeron,,‎1920x1080 Pixels,‎NO,12 GB,Numeric Keypad,‎DDR4 SDRAM,,,jumper,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,‎1,‎13.08 x 8.64 x 0.6 inches,,,2025-01-20 02:53:36,,‎12 GB,Ezbook S5,,,‎2.75 pounds,,‎1920 x 1080 pixels
"Tuofudun 360  Yoga,N100 Laptop,10.95 inch IPS Touch Screen,32GB DDR4 2TB SSD,Office ...",MAD 7624,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MW8G7DUIW-tuofudun-360-yoga-n100-laptop-10-95-inch-ips-touch-screen-32gb-ddr4-2tb-ssd-office-notebook-mini-pc-tablet,,‎17.3 x 10 x 0.6 inches,,,,Gray,,,‎USB 3.0,‎Integrated,,Windows 11,‎8 GB DDR4,‎17.3 Inches,Integrated,‎Integrated,‎Battery Powered,17.3 Inches (43.9 cm),‎Naclud-M17PRO,‎2.8 GHz celeron,,,‎1 Lithium Ion batteries required.,‎Naclud-M17PRO,,Celeron,,‎1920 x 1080 Pixels,,8 GB,Memory Card Slot,‎DDR4 SDRAM,,,Naclud,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,,‎17.3 x 10 x 0.6 inches,‎PC,,2024-09-26 12:40:20,‎8 Hours,,Naclud-M17PRO,‎802.11ac,,‎5.79 pounds,,‎1920 x 1080 pixels
"15.6Inch Gaming Laptop, Laptops N95 Up to 3.4GHz Processor, Lap top 16GB Notebook ...",MAD 5385,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MDMRALY7Q-laptop-16gb-ddr4-1tb-ssd-gaming-laptop-12th-n95-up-to-3-4ghz-15-6-fhd-ips-wind,,‎17.3 x 10 x 0.6 inches,,,,Gray,,,‎USB 3.0,‎Integrated,,Windows 11,‎8 GB DDR4,‎17.3 Inches,Integrated,‎Integrated,‎Battery Powered,17.3 Inches (43.9 cm),‎Naclud-M17PRO,‎2.8 GHz celeron,,,‎1 Lithium Ion batteries required.,‎Naclud-M17PRO,,Celeron,,‎1920 x 1080 Pixels,,8 GB,Memory Card Slot,‎DDR4 SDRAM,,,Naclud,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,,‎17.3 x 10 x 0.6 inches,‎PC,,2024-09-26 12:40:20,‎8 Hours,,Naclud-M17PRO,‎802.11ac,,‎5.79 pounds,,‎1920 x 1080 pixels
"Laptops, 8GB DDR4 512GB SSD, 17.3 Inch Laptop Computer, Notebook with Celeron ...",MAD 10304,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MD0UXD4PS-laptops-8gb-ddr4-512gb-ssd-17-3-inch-laptop-computer-notebook-with-celeron-processor-up-to-2-8-ghz-8000mah-webcam-type-c-usb3-2-2-dual,,‎17.3 x 10 x 0.6 inches,,,,Gray,,,‎USB 3.0,‎Integrated,,Windows 11,‎8 GB DDR4,‎17.3 Inches,Integrated,‎Integrated,‎Battery Powered,17.3 Inches (43.9 cm),‎Naclud-M17PRO,‎2.8 GHz celeron,,,‎1 Lithium Ion batteries required.,‎Naclud-M17PRO,,Celeron,,‎1920 x 1080 Pixels,,8 GB,Memory Card Slot,‎DDR4 SDRAM,,,Naclud,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,,‎17.3 x 10 x 0.6 inches,‎PC,,2024-09-26 12:40:20,‎8 Hours,,Naclud-M17PRO,‎802.11ac,,‎5.79 pounds,,‎1920 x 1080 pixels
"jumper Laptop Computer, 12GB RAM 512GB SSD, Expandable 256GB TF Card, Celeron N ...",MAD 3199,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/N3UHYDUOO-jumper-laptop-computer-12gb-ram-512gb-ssd-expandable-256gb-tf-card-celeron-n-cpu-up-to-2-4ghz-14-inch-laptop-with-1920x1080-display-35-52wh,,‎17.3 x 10 x 0.6 inches,,,,Gray,,,‎USB 3.0,‎Integrated,,Windows 11,‎8 GB DDR4,‎17.3 Inches,Integrated,‎Integrated,‎Battery Powered,17.3 Inches (43.9 cm),‎Naclud-M17PRO,‎2.8 GHz celeron,,,‎1 Lithium Ion batteries required.,‎Naclud-M17PRO,,Celeron,,‎1920 x 1080 Pixels,,8 GB,Memory Card Slot,‎DDR4 SDRAM,,,Naclud,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,,‎17.3 x 10 x 0.6 inches,‎PC,,2024-09-26 12:40:20,‎8 Hours,,Naclud-M17PRO,‎802.11ac,,‎5.79 pounds,,‎1920 x 1080 pixels
"14.1 Inch Laptop, 8GB DDR4 RAM 256GB SSD, Laptops Computer with Quad-Core Celeron ...","MAD 2516                                                                        
                                                                            2789",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/JMOW5UESK-laptop-14-1-windows11pro-8gb-ddr4-256gb-ssd-quad-core-intel-celeron-j4105-processor-up-to-2-5ghz-1080p-fhd-laptop-computer-wifi-webcam,,‎17.3 x 10 x 0.6 inches,,,,Gray,,,‎USB 3.0,‎Integrated,,Windows 11,‎8 GB DDR4,‎17.3 Inches,Integrated,‎Integrated,‎Battery Powered,17.3 Inches (43.9 cm),‎Naclud-M17PRO,‎2.8 GHz celeron,,,‎1 Lithium Ion batteries required.,‎Naclud-M17PRO,,Celeron,,‎1920 x 1080 Pixels,,8 GB,Memory Card Slot,‎DDR4 SDRAM,,,Naclud,‎Intel,‎2,,‎Intel,512 GB,‎512 GB SSD,,‎17.3 x 10 x 0.6 inches,‎PC,,2024-09-26 12:40:20,‎8 Hours,,Naclud-M17PRO,‎802.11ac,,‎5.79 pounds,,‎1920 x 1080 pixels
"Lap Desk, Portable Laptop Desk Fits Up to 16  Laptops, with Tablet Slot, Built-in ...","MAD 343                                                                        
                                                                            425",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/G5N6S13O6-lap-desk-marbling-portable-laptop-desk-fits-up-to-16-laptops-with-tablet-slot-built-in-cushion-great-for-home-office-lap-desk-for,,‎10.5 x 8.6 x 1 inches,,‎64 GB,,Black,,,,,‎1,Windows 10,‎DDR4,‎10.1 Inches,Integrated,‎Integrated,,10.1 Inches (25.7 cm),‎PC1068,‎1.1 GHz celeron_n3350,,,‎1 Lithium Polymer batteries required. (included),,,Celeron N3350,,‎1280 x 800 pixels,‎DVD SuperMulti,3 GB,HD Audio,,,,ZHAOHUIXIN,‎Intel,‎2,,‎Intel,64 GB,‎64 GB SSD,‎1,‎10.5 x 8.6 x 1 inches,,,2024-08-28 19:32:12,‎4 Hours,,PC1068,,,‎0.048 ounces,,
"Gaming Laptop, 15.6 Inch Lap top, Laptops 8GB 256GB SSD, N5095 Traditional ...",MAD 3186,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MVW1XZLSW-gaming-laptop-15-6-inch-laptops-laptop-computer-8gb-ram-256gb-ssd-n5095-laptops-180-angle-opening-fingerprint-unlock-backlit-keyboard-1920x1080,,‎10.5 x 8.6 x 1 inches,,‎64 GB,,Black,,,,,‎1,Windows 10,‎DDR4,‎10.1 Inches,Integrated,‎Integrated,,10.1 Inches (25.7 cm),‎PC1068,‎1.1 GHz celeron_n3350,,,‎1 Lithium Polymer batteries required. (included),,,Celeron N3350,,‎1280 x 800 pixels,‎DVD SuperMulti,3 GB,HD Audio,,,,ZHAOHUIXIN,‎Intel,‎2,,‎Intel,64 GB,‎64 GB SSD,‎1,‎10.5 x 8.6 x 1 inches,,,2024-08-28 19:32:12,‎4 Hours,,PC1068,,,‎0.048 ounces,,
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M73WMAAPU-zhaohuixin-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch-ips-screen-laptops-for-kids-student-men-women,,‎10.5 x 8.6 x 1 inches,,‎64 GB,,Black,,,,,‎1,Windows 10,‎DDR4,‎10.1 Inches,Integrated,‎Integrated,,10.1 Inches (25.7 cm),‎PC1068,‎1.1 GHz celeron_n3350,,,‎1 Lithium Polymer batteries required. (included),,,Celeron N3350,,‎1280 x 800 pixels,‎DVD SuperMulti,3 GB,HD Audio,,,,ZHAOHUIXIN,‎Intel,‎2,,‎Intel,64 GB,‎64 GB SSD,‎1,‎10.5 x 8.6 x 1 inches,,,2024-08-28 19:32:12,‎4 Hours,,PC1068,,,‎0.048 ounces,,
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/M63H3H4WK-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch-ips-screen-laptops-for-kids-student-men-women-blue,,‎10.5 x 8.6 x 1 inches,,‎64 GB,,Black,,,,,‎1,Windows 10,‎DDR4,‎10.1 Inches,Integrated,‎Integrated,,10.1 Inches (25.7 cm),‎PC1068,‎1.1 GHz celeron_n3350,,,‎1 Lithium Polymer batteries required. (included),,,Celeron N3350,,‎1280 x 800 pixels,‎DVD SuperMulti,3 GB,HD Audio,,,,ZHAOHUIXIN,‎Intel,‎2,,‎Intel,64 GB,‎64 GB SSD,‎1,‎10.5 x 8.6 x 1 inches,,,2024-08-28 19:32:12,‎4 Hours,,PC1068,,,‎0.048 ounces,,
Mini Portable Windows Laptop with Intel Celeron N3350CPU 3GB RAM 64GB EMMC 10.1inch ...,MAD 2243,https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MC1KQ8JKW-mini-portable-windows-laptop-with-intel-celeron-n3350cpu-3gb-ram-64gb-emmc-10-1inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gaming Laptop, 15.6 Inch Lap top, Laptops 8GB 512GB SSD, N5095 Traditional ...","MAD 3609                                                                        
                                                                            4156",https://d3ulwu8fab47va.cloudfront.net/skin/frontend/default/ubuycom/images/loading.gif,https://www.ubuy.ma/en/product/MWKTUGBJM-gaming-laptop-15-6-inch-laptops-laptop-computer-8gb-ram-512gb-ssd-n5095-laptops-180-angle-opening-fingerprint-unlock-backlit-keyboard-1920x1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
